Prev. Attempt,1,47.72085,16.61,140
Prev. Attempt,1,41.04722,3.32,160
Prev. Attempt,1,61.24335,45.45,110
Prev. Attempt,1,94.92962,59.7,90
Prev. Attempt,1,108.8066,2.89,120
Prev. Attempt,1,72.61467,3.79,140
Prev. Attempt,2,94.71453,0.67,310
Prev. Attempt,5,370.0162,1.46,700
Prev. Attempt,1,47.56332,39.46,130
Prev. Attempt,5,326.4522,3.02,750
Prev. Attempt,2,156.1663,1.44,250
Prev. Attempt,1,100.7468,3.62,120
Prev. Attempt,0,51.80066,0,0
Prev. Attempt,2,229.8808,0.1,240
